04377178000107,21/11/2022,88134,88134-G,7,04377178000107_88134-G.pdf
07321213000164,24/11/2022,88195,88195-D,4,07321213000164_88195-D.pdf
07321213000164,06/12/2022,88399,88399-D,4,07321213000164_88399-D.pdf
28843781000103,09/12/2022,88445,88445-C,3,28843781000103_88445-C.pdf
55728224000459,09/12/2022,88447,88447,1,55728224000459_88447.pdf
27170441000198,13/12/2022,88482,88482-F,6,27170441000198_88482-F.pdf
27170441000198,13/12/2022,88488,88488-F,6,27170441000198_88488-F.pdf
07321213000164,13/12/2022,88496,88496-A,4,07321213000164_88496-A.pdf
07321213000164,13/12/2022,88496,88496-D,4,07321213000164_88496-D.pdf
40086155000107,14/12/2022,88509,88509-E,5,40086155000107_88509-E.pdf
07097119000173,14/12/2022,88515,88515-E,5,07097119000173_88515-E.pdf
24188856000109,14/12/2022,88523,88523-F,7,24188856000109_88523-F.pdf
24188856000109,14/12/2022,88523,88523-G,7,24188856000109_88523-G.pdf
28843781000103,16/12/2022,88570,88570-C,3,28843781000103_88570-C.pdf
28843781000103,16/12/2022,88571,88571-B,3,28843781000103_88571-B.pdf
28843781000103,16/12/2022,88571,88571-C,3,28843781000103_88571-C.pdf
54413679000170,16/12/2022,88578,88578-E,5,54413679000170_88578-E.pdf
32548465000178,04/01/2023,88678,88678-C,3,32548465000178_88678-C.pdf
03893485000188,04/01/2023,88679,88679-E,5,03893485000188_88679-E.pdf
22414224000182,04/01/2023,88686,88686-C,3,22414224000182_88686-C.pdf
11963364000193,05/01/2023,88708,88708-C,3,11963364000193_88708-C.pdf
43172799000106,05/01/2023,88712,88712-D,7,43172799000106_88712-D.pdf
43172799000106,05/01/2023,88712,88712-E,7,43172799000106_88712-E.pdf
43172799000106,05/01/2023,88712,88712-F,7,43172799000106_88712-F.pdf
43172799000106,05/01/2023,88712,88712-G,7,43172799000106_88712-G.pdf
02425137000113,05/01/2023,88719,88719-E,5,02425137000113_88719-E.pdf
00104579000132,05/01/2023,88720,88720-C,3,00104579000132_88720-C.pdf
05903594000164,05/01/2023,88723,88723-C,3,05903594000164_88723-C.pdf
01334638000121,05/01/2023,88724,88724-B,2,01334638000121_88724-B.pdf
75315333014673,05/01/2023,88730,88730,1,75315333014673_88730.pdf
01962009000146,05/01/2023,88734,88734-C,3,01962009000146_88734-C.pdf
02723994000108,06/01/2023,88738,88738-C,3,02723994000108_88738-C.pdf
16622712000182,06/01/2023,88739,88739-C,3,16622712000182_88739-C.pdf
05127564000103,06/01/2023,88748,88748-E,5,05127564000103_88748-E.pdf
29766847000163,06/01/2023,88752,88752-E,5,29766847000163_88752-E.pdf
10612219000103,06/01/2023,88757,88757-C,3,10612219000103_88757-C.pdf
80462138000141,06/01/2023,88758,88758,1,80462138000141_88758.pdf
80462138000141,06/01/2023,88759,88759,1,80462138000141_88759.pdf
33696647000159,09/01/2023,88770,88770-D,5,33696647000159_88770-D.pdf
33696647000159,09/01/2023,88770,88770-E,5,33696647000159_88770-E.pdf
30418762000173,09/01/2023,88783,88783-D,4,30418762000173_88783-D.pdf
10653631000163,09/01/2023,88785,88785-C,3,10653631000163_88785-C.pdf
02477785000113,10/01/2023,88795,88795-C,3,02477785000113_88795-C.pdf
10472869000192,10/01/2023,88790,88790-D,5,10472869000192_88790-D.pdf
10472869000192,10/01/2023,88790,88790-E,5,10472869000192_88790-E.pdf
24907813000128,10/01/2023,88792,88792-E,5,24907813000128_88792-E.pdf
12377080000188,10/01/2023,88794,88794-C,3,12377080000188_88794-C.pdf
74220112000194,10/01/2023,88797,88797-D,5,74220112000194_88797-D.pdf
74220112000194,10/01/2023,88797,88797-E,5,74220112000194_88797-E.pdf
02532281000230,10/01/2023,88801,88801-D,5,02532281000230_88801-D.pdf
02532281000230,10/01/2023,88801,88801-E,5,02532281000230_88801-E.pdf
01877343000100,10/01/2023,88803,88803-C,3,01877343000100_88803-C.pdf
07928179000190,10/01/2023,88806,88806-D,5,07928179000190_88806-D.pdf
07928179000190,10/01/2023,88806,88806-E,5,07928179000190_88806-E.pdf
13034813000144,11/01/2023,88814,88814-C,3,13034813000144_88814-C.pdf
11199490000466,11/01/2023,88816,88816-D,5,11199490000466_88816-D.pdf
11199490000466,11/01/2023,88816,88816-E,5,11199490000466_88816-E.pdf
10559336000223,11/01/2023,88817,88817-D,5,10559336000223_88817-D.pdf
10559336000223,11/01/2023,88817,88817-E,5,10559336000223_88817-E.pdf
14924194000126,12/01/2023,88820,88820-C,3,14924194000126_88820-C.pdf
24907813000128,12/01/2023,88823,88823-D,5,24907813000128_88823-D.pdf
24907813000128,12/01/2023,88823,88823-E,5,24907813000128_88823-E.pdf
20552119000184,12/01/2023,88824,88824-D,5,20552119000184_88824-D.pdf
20552119000184,12/01/2023,88824,88824-E,5,20552119000184_88824-E.pdf
13583297000107,12/01/2023,88825,88825-C,5,13583297000107_88825-C.pdf
13583297000107,12/01/2023,88825,88825-D,5,13583297000107_88825-D.pdf
13583297000107,12/01/2023,88825,88825-E,5,13583297000107_88825-E.pdf
28705963000100,12/01/2023,88826,88826-D,6,28705963000100_88826-D.pdf
28705963000100,12/01/2023,88826,88826-E,6,28705963000100_88826-E.pdf
28705963000100,12/01/2023,88826,88826-F,6,28705963000100_88826-F.pdf
03848614000116,12/01/2023,88829,88829-D,5,03848614000116_88829-D.pdf
03848614000116,12/01/2023,88829,88829-E,5,03848614000116_88829-E.pdf
05585165000196,12/01/2023,88831,88831-D,5,05585165000196_88831-D.pdf
05585165000196,12/01/2023,88831,88831-E,5,05585165000196_88831-E.pdf
07321213000164,13/01/2023,88847,88847-C,4,07321213000164_88847-C.pdf
07321213000164,13/01/2023,88847,88847-D,4,07321213000164_88847-D.pdf
53978649000148,16/01/2023,88850,88850-B,2,53978649000148_88850-B.pdf
68813674000149,16/01/2023,88851,88851-D,5,68813674000149_88851-D.pdf
68813674000149,16/01/2023,88851,88851-E,5,68813674000149_88851-E.pdf
25040891000130,16/01/2023,88852,88852-C,3,25040891000130_88852-C.pdf
13309775000195,16/01/2023,88854,88854-C,3,13309775000195_88854-C.pdf
46384696000289,16/01/2023,88856,88856-D,5,46384696000289_88856-D.pdf
46384696000289,16/01/2023,88856,88856-E,5,46384696000289_88856-E.pdf
12903378000184,16/01/2023,88857,88857-C,3,12903378000184_88857-C.pdf
07446967000140,16/01/2023,88858,88858-C,3,07446967000140_88858-C.pdf
22704376000110,16/01/2023,88859,88859-C,3,22704376000110_88859-C.pdf
27548428000120,16/01/2023,88865,88865-C,3,27548428000120_88865-C.pdf
15810969000103,16/01/2023,88867,88867-C,3,15810969000103_88867-C.pdf
12383393000149,16/01/2023,88868,88868-C,3,12383393000149_88868-C.pdf
20992248000193,16/01/2023,88869,88869-D,5,20992248000193_88869-D.pdf
20992248000193,16/01/2023,88869,88869-E,5,20992248000193_88869-E.pdf
36611392000172,16/01/2023,88870,88870-C,3,36611392000172_88870-C.pdf
96656368000181,16/01/2023,88871,88871-C,3,96656368000181_88871-C.pdf
13815129000108,16/01/2023,88879,88879-D,4,13815129000108_88879-D.pdf
32129738000140,16/01/2023,88885,88885-C,3,32129738000140_88885-C.pdf
11562587000149,16/01/2023,88890,88890-C,3,11562587000149_88890-C.pdf
04761933000152,16/01/2023,88904,88904-C,3,04761933000152_88904-C.pdf
40411938000119,16/01/2023,88907,88907-C,3,40411938000119_88907-C.pdf
40411938000119,16/01/2023,88908,88908-C,3,40411938000119_88908-C.pdf
13536290000134,16/01/2023,88910,88910-D,5,13536290000134_88910-D.pdf
13536290000134,16/01/2023,88910,88910-E,5,13536290000134_88910-E.pdf
60630050000184,16/01/2023,88911,88911-D,5,60630050000184_88911-D.pdf
60630050000184,16/01/2023,88911,88911-E,5,60630050000184_88911-E.pdf
16655485000191,16/01/2023,88918,88918-C,3,16655485000191_88918-C.pdf
00288671000108,17/01/2023,88920,88920-C,3,00288671000108_88920-C.pdf
28652403000134,17/01/2023,88923,88923-D,5,28652403000134_88923-D.pdf
